ID_CNT_CONTRATO,NUMEROCONTRATO,PRECIOCONTRATO,FECHACONCERTACION,FECHAENTREGADESDE,FECHAENTREGAHASTA,tipoContrato_DESCRIPCION,OPERADORCOMERCIAL,MONEDA,ESTADOCONTRATO,CLIENTE_RAZONSOCIAL_CABECERA,PRODUCTO,PROVEEDOR_RAZONSOCIAL_CABECERA,CANTIDAD,CANTIDADORIGINAL,CANTIDADENTREGADA,CANTIDADLIQUIDADA,LUGARENTREGA,ZC,LOCALIDAD_LUGARENTREGA,PROVINCIA_LUGARENTREGA,NEGOCIO,MOTIVOOPERACION,COSECHA
197493,2850813,215.22,2020-07-04,2021-05-05,2021-06-13,Precio a Fijar,OPERADOR ALSA-MEVI 018,Dolares,TERMINADO,CLIENTE NOKA-ELSA 213,TRIGO PAN,PROVEEDOR TEBE-PANO 078,31.918,139.013,103.189,103.189,PUERTO MEQU-CACA 004,ZC49,CIUDAD PAJO-URJO 001,PROVINCIA HAEL-PAGA 001,Cereales Expo,Compra,2019/20
829217,4708564,351.44,2019-06-19,2019-06-22,2019-07-21,Precio a Fijar,OPERADOR KAPA-XEDO 004,Pesos Argentinos,ENTREGADO,CLIENTE JOCA-VILU 511,SOJA,PROVEEDOR XEZO-CAHA 034,24.171,274.501,131.708,127.032,PUERTO NOEL-TEWO 002,ZC18,CIUDAD XETE-PAKA 002,PROVINCIA HAEL-PAGA 001,Cereales Expo,Compra,2019/20
185666,8377418,180.82,2019-04-26,2019-08-09,2019-09-09,Precio Fijo,OPERADOR LUIR-DOQU 007,Pesos Argentinos,TERMINADO,CLIENTE SAGA-CANO 536,MAIZ,PROVEEDOR XEAL-LUQU 058,66.78,560.425,372.096,358.943,PUERTO NOEL-TEWO 002,ZC74,CIUDAD XETE-PAKA 002,PROVINCIA HAME-WORI 002,Cereales Expo,Compra,2021/22
370580,8291966,7032.93,2020-02-18,2020-02-18,2020-03-16,Precio Fijo,OPERADOR XENO-ORGA 012,Dolares,CONFIRMADO,CLIENTE WOWO-VIKA 562,MAIZ,PROVEEDOR WOZO-YAXE 019,611.526,238.711,218.483,180.475,PUERTO ZOUR-LUCA 012,ZC74,CIUDAD PAJO-URJO 001,PROVINCIA HAEL-PAGA 001,Operac Primarias,Compra,2023/24
768611,2215635,210.9,2019-09-13,2019-09-13,2019-10-19,Precio Fijo,OPERADOR TEKA-ELVI 044,Pesos Argentinos,TERMINADO,CLIENTE TETE-SAGA 709,TRIGO PAN,PROVEEDOR XESA-LUEL 066,80.234,69.38,46.498,33.399,PUERTO MEQU-CACA 004,ZC62,CIUDAD PAJO-URJO 001,PROVINCIA HAME-WORI 002,Cereales Expo,Compra,2020/21
401220,5141203,0.01,2019-05-04,2019-05-06,2019-05-06,Precio Fijo,OPERADOR DOKA-RIWO 036,Pesos Argentinos,TERMINADO,CLIENTE HADO-SAXE 409,MAIZ,PROVEEDOR GANO-YAPA 010,176.482,2752.745,2393.591,2217.636,PUERTO NOEL-TEWO 002,ZC41,CIUDAD TEIR-BEOR 003,PROVINCIA HAME-WORI 002,Cereales Expo,Compra,2021/22
783284,9543755,205.24,2019-11-09,2019-12-28,2020-02-01,Precio Fijo,OPERADOR JOWO-XECA 024,Pesos Argentinos,CONFIRMADO,CLIENTE XEKA-HAVI 864,MAIZ,PROVEEDOR MEQU-BEKA 028,17.098,981.661,774.524,446.557,PUERTO NOEL-TEWO 002,ZC18,CIUDAD WOJO-ORZO 007,PROVINCIA HAME-WORI 002,Cereales Expo,Compra,2021/22
523097,7984631,5525.99,2019-09-03,2019-09-11,2019-10-16,Precio Fijo,OPERADOR ZOQU-ORPA 046,Dolares,CONFIRMADO,CLIENTE DOGA-YAWO 880,MAIZ,PROVEEDOR MERI-TEFI 063,275.889,319.162,311.842,311.842,PUERTO NOEL-TEWO 002,ZC25,CIUDAD XETE-PAKA 002,PROVINCIA HAEL-PAGA 001,Exportacion,Compra,2020/21
626397,2551201,199.99,2020-03-31,2020-03-31,2020-05-04,Precio Fijo,OPERADOR GAGA-QUHA 029,Dolares,ENTREGADO,CLIENTE LUEL-HAAL 521,TRIGO PAN,PROVEEDOR DORI-VISA 032,63.12,300.89,222.251,105.199,PUERTO MEQU-CACA 004,ZC20,CIUDAD PAJO-URJO 001,PROVINCIA HAEL-PAGA 001,Cereales Expo,Compra,2024/25
798063,8500314,355.64,2019-08-12,2019-08-12,2019-09-13,Precio Fijo,OPERADOR KAPA-XEDO 004,Dolares,TERMINADO,CLIENTE TEEL-TEJO 452,SOJA,PROVEEDOR LUZO-CANO 005,904.562,97.085,61.121,39.793,PUERTO NOEL-TEWO 002,ZC57,CIUDAD WOJO-ORZO 007,PROVINCIA HAEL-PAGA 001,Operac Primarias,Compra,2023/24
199712,4026246,10637.95,2020-08-26,2020-08-26,2020-09-25,Precio Fijo,OPERADOR ELQU-WOVI 038,Dolares,TERMINADO,CLIENTE LUZO-ELUR 030,TRIGO PAN,PROVEEDOR ALIR-IRME 050,48.119,17.486,14.069,14.069,PUERTO ELBE-LUFI 003,ZC77,CIUDAD TEIR-BEOR 003,PROVINCIA HAME-WORI 002,Cereales Expo,Venta,2024/25
352401,1471284,162.89,2020-09-21,2020-09-21,2020-10-28,Precio Fijo,OPERADOR MEJO-SAVI 039,Pesos Argentinos,TERMINADO,CLIENTE IRZO-RIGA 152,CEBADA FORRAJERA,PROVEEDOR NOJO-ORJO 039,1617.811,492.711,407.42,407.42,PUERTO ELBE-LUFI 003,ZC25,CIUDAD PAJO-URJO 001,PROVINCIA HAEL-PAGA 001,Cereales Expo,Compra,2018/19
289218,2427281,230.64,2020-04-16,2020-08-29,2020-09-21,Precio Fijo,OPERADOR RIBE-BEVI 034,Dolares,TERMINADO,CLIENTE URKA-MEUR 565,TRIGO PAN,PROVEEDOR KATE-FIPA 021,103.192,18.611,18.611,12.184,PUERTO ZOUR-LUCA 012,ZC25,CIUDAD WOJO-ORZO 007,PROVINCIA HAME-WORI 002,Operac Primarias,Compra,2019/20
535037,4813452,5537.27,2020-12-18,2021-01-03,2021-01-28,Precio Fijo,OPERADOR GAGA-QUHA 029,Dolares,CONFIRMADO,CLIENTE XEKA-HAVI 864,MAIZ,PROVEEDOR TERI-XEME 084,1561.361,427.66,378.728,197.684,PUERTO MEQU-CACA 004,ZC20,CIUDAD TEIR-BEOR 003,PROVINCIA HAME-WORI 002,Operac Primarias,Compra,2022/23
952499,7268086,6041.7,2019-06-25,2019-08-05,2019-09-10,Precio Fijo,OPERADOR QUQU-XESA 035,Dolares,CONFIRMADO,CLIENTE URDO-UREL 650,MAIZ,PROVEEDOR MEFI-QUCA 002,353.979,1996.73,1889.801,1078.828,PUERTO ELBE-LUFI 003,ZC41,CIUDAD XETE-PAKA 002,PROVINCIA HAEL-PAGA 001,Operac Primarias,Compra,2021/22
657845,3705944,175.66,2019-11-19,2019-11-19,2019-12-22,Precio Fijo,OPERADOR QUCA-IRTE 032,Dolares,TERMINADO,CLIENTE VISA-CATE 466,MAIZ,PROVEEDOR BEAL-PALU 024,163.493,133.867,70.127,70.127,PUERTO NOEL-TEWO 002,ZC90,CIUDAD XETE-PAKA 002,PROVINCIA HAME-WORI 002,Exportacion,Compra,2020/21
200476,9392565,328.3,2020-07-08,2020-07-08,2020-08-09,Precio Fijo,OPERADOR ELUR-KAHA 013,Pesos Argentinos,CONFIRMADO,CLIENTE ALYA-QUSA 645,SOJA,PROVEEDOR XEAL-ZOTE 011,161.705,75.518,49.548,49.548,PUERTO MEQU-CACA 004,ZC41,CIUDAD XETE-PAKA 002,PROVINCIA HAEL-PAGA 001,Cereales Expo,Compra,2021/22
776242,1608734,215.14,2019-12-04,2019-12-05,2019-12-28,Precio Fijo,OPERADOR ZOQU-ORPA 046,Pesos Argentinos,TERMINADO,CLIENTE RILU-JOUR 076,TRIGO PAN,PROVEEDOR ORKA-IRZO 004,141.11,205.465,149.257,109.708,PUERTO IRBE-QUFI 010,ZC18,CIUDAD PAJO-URJO 001,PROVINCIA HAME-WORI 002,Cereales Expo,Compra,2019/20
328113,1879038,197.98,2020-05-21,2020-05-21,2020-06-27,Precio Fijo,OPERADOR ALQU-ORTE 031,Dolares,TERMINADO,CLIENTE RIDO-HADO 540,TRIGO PAN,PROVEEDOR KAEL-ALLU 071,1077.997,33.605,22.607,22.607,PUERTO MEQU-CACA 004,ZC25,CIUDAD XETE-PAKA 002,PROVINCIA HAME-WORI 002,Operac Primarias,Compra,2018/19
188446,9770364,185.01,2020-08-24,2020-09-27,2020-10-24,Precio Fijo,OPERADOR ELQU-WOVI 038,Dolares,CONFIRMADO,CLIENTE ELZO-TEUR 188,MAIZ,PROVEEDOR HAHA-CAOR 001,1751.646,320.739,280.556,219.814,PUERTO MEQU-CACA 004,ZC01,CIUDAD TEIR-BEOR 003,PROVINCIA HAEL-PAGA 001,Cereales Expo,Compra,2023/24
344083,9957570,177.12,2019-10-11,2019-10-14,2019-10-26,Precio Fijo,OPERADOR YAUR-ALFI 054,Dolares,TERMINADO,CLIENTE XEPA-QUXE 056,CEBADA FORRAJERA,PROVEEDOR BEAL-PALU 024,32.389,63.831,51.011,51.011,PUERTO MEQU-CACA 004,ZC49,CIUDAD XETE-PAKA 002,PROVINCIA HAEL-PAGA 001,Cereales Expo,Compra,2025/26
154603,7284497,185.67,2020-11-29,2020-11-29,2020-12-26,Precio Fijo,OPERADOR QUCA-IRTE 032,Dolares,CONFIRMADO,CLIENTE CABE-TEPA 405,TRIGO PAN,PROVEEDOR JOXE-HADO 061,1579.76,299.924,258.893,196.193,PUERTO NOEL-TEWO 002,ZC90,CIUDAD XETE-PAKA 002,PROVINCIA HAME-WORI 002,Cereales Expo,Compra,2018/19
857587,5270676,4410.45,2019-07-20,2019-08-05,2019-09-07,Precio Fijo,OPERADOR ALSA-MEVI 018,Dolares,CONFIRMADO,CLIENTE KABE-RIKA 678,MAIZ,PROVEEDOR WOAL-XEWO 008,454.884,64.459,52.98,43.781,PUERTO NOEL-TEWO 002,ZC74,CIUDAD TEIR-BEOR 003,PROVINCIA HAME-WORI 002,Cereales Expo,Compra,2022/23
399884,7495240,236507.38,2019-04-07,2019-04-07,2019-04-18,Precio Fijo,OPERADOR LUIR-DOQU 007,Dolares,TERMINADO,CLIENTE YABE-CANO 120,TRIGO PAN,PROVEEDOR RIEL-GAKA 056,35.018,61.472,40.744,36.264,PUERTO MEQU-CACA 004,ZC86,CIUDAD PAJO-URJO 001,PROVINCIA HAME-WORI 002,Cereales Expo,Compra,2022/23
150563,4254619,172.51,2019-05-24,2019-08-16,2019-09-17,Precio Fijo,OPERADOR NOKA-JOUR 055,Dolares,CONFIRMADO,CLIENTE RIZO-NOLU 040,CEBADA FORRAJERA,PROVEEDOR ELQU-DOAL 035,70.958,116.209,60.217,60.217,PUERTO YAAL-PACA 031,ZC20,CIUDAD XETE-PAKA 002,PROVINCIA HAME-WORI 002,Cereales Expo,Compra,2019/20
905863,4500979,136834.54,2020-07-15,2020-07-21,2020-08-21,Precio a Fijar,OPERADOR URRI-LUPA 011,Dolares,TERMINADO,CLIENTE VIQU-HANO 566,MAIZ,PROVEEDOR DOTE-QURI 038,57.326,61.864,61.864,57.863,PUERTO ELBE-LUFI 003,ZC18,CIUDAD XETE-PAKA 002,PROVINCIA HAME-WORI 002,Cereales Expo,Compra,2025/26
764350,6035075,157.77,2019-12-21,2019-12-21,2020-01-16,Precio Fijo,OPERADOR XEPA-FILU 048,Dolares,ANULADO,CLIENTE HAOR-GAZO 335,CEBADA FORRAJERA,PROVEEDOR KAEL-ALLU 071,581.803,50.725,37.171,34.13,PUERTO NOEL-TEWO 002,ZC57,CIUDAD XETE-PAKA 002,PROVINCIA HAEL-PAGA 001,Cereales Expo,Compra,2023/24
419249,2776352,184.87,2019-03-20,2019-03-20,2019-04-27,Precio Fijo,OPERADOR QUCA-IRTE 032,Dolares,TERMINADO,CLIENTE HAIR-JOXE 251,TRIGO PAN,PROVEEDOR XEZO-CAHA 034,1498.232,40.683,30.436,24.83,PUERTO NOEL-TEWO 002,ZC57,CIUDAD XETE-PAKA 002,PROVINCIA HAME-WORI 002,Operac Primarias,Compra,2021/22
118018,8975249,231.47,2020-12-03,2020-12-03,2021-01-01,Precio Fijo,OPERADOR JOWO-XECA 024,Dolares,TERMINADO,CLIENTE CABE-TEPA 405,TRIGO PAN,PROVEEDOR WOAL-XEWO 008,3.514,56.951,56.951,45.246,PUERTO NOEL-TEWO 002,ZC18,CIUDAD PAJO-URJO 001,PROVINCIA HAME-WORI 002,Cereales Expo,Compra,2022/23
601654,4415813,159.71,2019-02-08,2019-07-09,2019-08-09,Precio Fijo,OPERADOR TEHA-DOUR 001,Dolares,CONFIRMADO,CLIENTE NOAL-DONO 499,CEBADA FORRAJERA,PROVEEDOR PAEL-NOHA 060,122.152,28.558,25.294,21.723,PUERTO MEQU-CACA 004,ZC09,CIUDAD XETE-PAKA 002,PROVINCIA HAME-WORI 002,nan,Compra,2021/22
427815,4893645,282.91,2019-06-23,2019-06-23,2019-07-29,Precio Fijo,OPERADOR DOEL-ELPA 026,Dolares,TERMINADO,CLIENTE TEIR-ALSA 666,SOJA,PROVEEDOR RIZO-CALU 077,33.129,18156.409,11987.752,11987.752,PUERTO MEQU-CACA 004,ZC25,CIUDAD XETE-PAKA 002,PROVINCIA HAEL-PAGA 001,Operac Primarias,Compra,2021/22
730359,5311280,212687.06,2019-02-10,2019-02-16,2019-03-10,Precio Fijo,OPERADOR LUIR-DOQU 007,Dolares,ENTREGADO,CLIENTE JOQU-GABE 690,TRIGO PAN,PROVEEDOR PADO-NOZO 083,452.209,355.883,267.512,267.512,PUERTO MEQU-CACA 004,ZC90,CIUDAD TEIR-BEOR 003,PROVINCIA HAEL-PAGA 001,Cereales Expo,Compra,2019/20
791255,5314538,6314.89,2020-06-18,2020-07-05,2020-07-31,Precio Fijo,OPERADOR URCA-QUBE 027,Dolares,TERMINADO,CLIENTE YAPA-MEXE 464,MAIZ,PROVEEDOR WOZO-YAXE 019,198.747,3436.94,2244.721,2244.721,PUERTO FIQU-LUCA 026,ZC09,CIUDAD PAJO-URJO 001,PROVINCIA HAME-WORI 002,Cereales Expo,Compra,2018/19
290754,7686446,7155.76,2020-01-11,2020-01-11,2020-02-09,Precio Fijo,OPERADOR ZOVI-RIPA 028,Pesos Argentinos,CONFIRMADO,CLIENTE VIQU-GABE 863,MAIZ,PROVEEDOR XEZO-CAHA 034,961.455,57.471,57.471,48.048,PUERTO MEQU-CACA 004,ZC25,CIUDAD XETE-PAKA 002,PROVINCIA HAEL-PAGA 001,Cereales Expo,Compra,2018/19
347818,1072930,191.09,2020-03-05,2020-03-12,2020-04-03,Precio Fijo,OPERADOR TEEL-RIJO 015,Dolares,ENTREGADO,CLIENTE SASA-IRBE 177,TRIGO PAN,PROVEEDOR LUZO-BEME 031,869.927,303.587,189.934,39.006,PUERTO MEQU-CACA 004,ZC20,CIUDAD PAJO-URJO 001,PROVINCIA HAME-WORI 002,nan,Compra,2023/24
724672,6633525,159.96,2020-02-04,2020-02-06,2020-02-27,Precio Fijo,OPERADOR ELQU-WOVI 038,Dolares,TERMINADO,CLIENTE ZOJO-OREL 670,TRIGO PAN,PROVEEDOR KAQU-KAJO 044,1261.643,465.455,365.327,365.327,PUERTO ELBE-LUFI 003,ZC90,CIUDAD PAJO-URJO 001,PROVINCIA HAEL-PAGA 001,Operac Primarias,Compra,2023/24
726620,7403760,6871.18,2019-12-21,2019-12-28,2020-01-10,Precio Fijo,OPERADOR QUCA-IRTE 032,Dolares,TERMINADO,CLIENTE SAIR-MEWO 691,MAIZ,PROVEEDOR DOQU-ALOR 073,133.488,1097.926,844.012,844.012,PUERTO NOEL-TEWO 002,ZC90,CIUDAD TEIR-BEOR 003,PROVINCIA HAEL-PAGA 001,Cereales Expo,Compra,2020/21
976239,8274867,200.89,2019-10-30,2020-08-20,2020-09-17,Precio Fijo,OPERADOR GAGA-QUHA 029,Pesos Argentinos,ENTREGADO,CLIENTE TEKA-ELLU 419,TRIGO PAN,PROVEEDOR KAME-TEME 059,57.933,111.912,96.277,96.277,PUERTO NOEL-TEWO 002,ZC49,CIUDAD PAJO-URJO 001,PROVINCIA HAME-WORI 002,Cereales Expo,Compra,2020/21
511413,9709836,171.79,2019-01-24,2019-01-24,2019-02-26,Precio Fijo,OPERADOR TEKA-ELVI 044,Pesos Argentinos,TERMINADO,CLIENTE JOIR-GAME 720,CEBADA FORRAJERA,PROVEEDOR IRKA-KATE 025,116.097,6020.962,5519.228,5519.228,PUERTO HAJO-GAXE 009,ZC57,CIUDAD TEIR-BEOR 003,PROVINCIA HAME-WORI 002,Operac Primarias,Compra,2018/19
762029,8092929,210182.8,2019-04-21,2019-06-24,2019-07-21,Precio a Fijar,OPERADOR MEXE-HAJO 045,Pesos Argentinos,TERMINADO,CLIENTE RIGA-YAKA 052,TRIGO PAN,PROVEEDOR PADO-NOZO 083,61.032,258.578,181.024,152.958,PUERTO ELBE-LUFI 003,ZC77,CIUDAD XETE-PAKA 002,PROVINCIA HAEL-PAGA 001,Cereales Expo,Compra,2024/25
890728,1686446,124021.18,2019-09-27,2019-09-27,2019-10-23,Precio Fijo,OPERADOR TEEL-RIJO 015,Dolares,CONFIRMADO,CLIENTE BEZO-MEEL 115,MAIZ,PROVEEDOR ALIR-IRME 050,322.689,422.815,334.667,299.148,PUERTO NOEL-TEWO 002,ZC25,CIUDAD PAJO-URJO 001,PROVINCIA HAME-WORI 002,Cereales Expo,Compra,2021/22
688806,1750763,170.37,2020-04-06,2020-04-06,2020-04-20,Precio Fijo,OPERADOR PAQU-XEYA 020,Dolares,TERMINADO,CLIENTE HAGA-JOFI 485,CEBADA FORRAJERA,PROVEEDOR TEBE-RIIR 046,138.263,149.428,105.548,86.861,PUERTO NOEL-TEWO 002,ZC25,CIUDAD TEIR-BEOR 003,PROVINCIA HAME-WORI 002,Operac Primarias,Compra,2019/20
677018,5947444,169.16,2019-01-31,2019-01-31,2019-03-04,Precio Fijo,OPERADOR DOEL-ELPA 026,Dolares,TERMINADO,CLIENTE DOTE-PAPA 414,MAIZ,PROVEEDOR WOZO-YAXE 019,5152.434,79.675,71.613,71.613,PUERTO MEQU-CACA 004,ZC49,CIUDAD XETE-PAKA 002,PROVINCIA HAME-WORI 002,Cereales Expo,Compra,2019/20
809771,7995590,0.01,2019-06-09,2019-06-09,2019-07-12,Precio Fijo,OPERADOR IROR-DOXE 047,Pesos Argentinos,TERMINADO,CLIENTE KAPA-RIEL 041,TRIGO PAN,PROVEEDOR HAUR-CACA 037,578.878,193.891,122.678,122.678,PUERTO NOEL-TEWO 002,ZC77,CIUDAD TEIR-BEOR 003,PROVINCIA HAME-WORI 002,Cereales Expo,Compra,2021/22
183934,8412937,5293.87,2019-11-08,2019-11-08,2019-12-04,Precio Fijo,OPERADOR LUIR-QUVI 049,Pesos Argentinos,ANULADO,CLIENTE NOFI-RIOR 835,MAIZ,PROVEEDOR QURI-URBE 079,1696.53,1072.983,961.635,958.651,PUERTO MEQU-CACA 004,ZC18,CIUDAD TEIR-BEOR 003,PROVINCIA HAME-WORI 002,Cereales Expo,Compra,2022/23
255823,5593205,170.96,2019-04-21,2019-04-21,2019-05-22,Precio Fijo,OPERADOR RIZO-JOSA 005,Pesos Argentinos,TERMINADO,CLIENTE SAJO-PALU 194,CEBADA FORRAJERA,PROVEEDOR KAEL-ALLU 071,29.241,261.19,212.17,171.033,PUERTO NOEL-TEWO 002,ZC18,CIUDAD PAJO-URJO 001,PROVINCIA HAEL-PAGA 001,Cereales Expo,Compra,2022/23
757339,2119983,149.11,2019-04-16,2019-04-16,2019-05-09,Precio Fijo,OPERADOR DOKA-RIWO 036,Dolares,TERMINADO,CLIENTE FIPA-SAUR 302,TRIGO PAN,PROVEEDOR ZOGA-URVI 049,2001.137,494.699,225.738,225.738,PUERTO NOEL-TEWO 002,ZC77,CIUDAD PAJO-URJO 001,PROVINCIA HAME-WORI 002,Cereales Expo,Compra,2024/25
396027,4636576,152.9,2019-12-30,2020-01-29,2020-02-29,Precio Fijo,OPERADOR KAPA-XEDO 004,Pesos Argentinos,CONFIRMADO,CLIENTE LUNO-ALSA 090,MAIZ,PROVEEDOR GANO-YAPA 010,76.924,181.772,80.133,80.133,PUERTO NOEL-TEWO 002,ZC25,CIUDAD XETE-PAKA 002,PROVINCIA HAEL-PAGA 001,Cereales Expo,Compra,2022/23
182579,6244148,341322.21,2020-06-24,2020-06-25,2020-07-29,Precio Fijo,OPERADOR XENO-ORGA 012,Pesos Argentinos,TERMINADO,CLIENTE KADO-HACA 798,SOJA,PROVEEDOR ALXE-QUBE 081,420.07,183.097,130.973,116.392,PUERTO CAIR-ORBE 014,ZC01,CIUDAD PAJO-URJO 001,PROVINCIA HAME-WORI 002,Cereales Expo,Compra,2021/22
908835,7028195,161.99,2019-08-05,2019-08-05,2019-09-02,Precio Fijo,OPERADOR LUTE-KAFI 006,Dolares,TERMINADO,CLIENTE YAZO-XEWO 257,MAIZ,PROVEEDOR ORVI-MEUR 080,1504.968,122.686,106.91,85.546,PUERTO MEQU-CACA 004,ZC01,CIUDAD PAJO-URJO 001,PROVINCIA HAEL-PAGA 001,Cereales Expo,Compra,2022/23
649476,9420041,128.81,2019-07-30,2019-08-07,2019-08-30,Precio Fijo,OPERADOR CATE-FICA 052,Dolares,TERMINADO,CLIENTE TERI-QUYA 131,TRIGO PAN,PROVEEDOR ALJO-IRME 036,273.782,28.805,26.881,18.229,PUERTO ELBE-LUFI 003,ZC25,CIUDAD TEIR-BEOR 003,PROVINCIA HAME-WORI 002,Cereales Expo,Compra,2022/23
842715,7021169,231.85,2020-08-22,2020-11-19,2020-12-23,Precio a Fijar,OPERADOR YAUR-ALFI 054,Pesos Argentinos,TERMINADO,CLIENTE JOME-PAPA 868,TRIGO PAN,PROVEEDOR HAHA-CAOR 001,56.168,22.6,22.6,17.463,PUERTO MEQU-CACA 004,ZC57,CIUDAD XETE-PAKA 002,PROVINCIA HAEL-PAGA 001,Cereales Expo,Compra,2025/26
650895,5886641,200.2,2019-12-26,2020-03-03,2020-03-31,Precio Fijo,OPERADOR JOWO-XECA 024,Dolares,CONFIRMADO,CLIENTE XEOR-MEXE 708,TRIGO PAN,PROVEEDOR PAEL-NOHA 060,64.401,149.956,104.335,104.335,PUERTO NOEL-TEWO 002,ZC86,CIUDAD JOEL-WODO 004,PROVINCIA HAME-WORI 002,Cereales Expo,Compra,2021/22
339604,9297864,154.78,2019-07-22,2019-07-22,2019-08-29,Precio Fijo,OPERADOR NOKA-JONO 017,Dolares,TERMINADO,CLIENTE CATE-PAIR 370,CEBADA FORRAJERA,PROVEEDOR NOIR-FIGA 016,199.567,435.051,435.051,397.084,PUERTO NOEL-TEWO 002,ZC25,CIUDAD XETE-PAKA 002,PROVINCIA HAME-WORI 002,Cereales Expo,Compra,2023/24
139579,4603393,160543.19,2019-12-08,2020-01-16,2020-02-19,Precio Fijo,OPERADOR JOWO-XECA 024,Dolares,CONFIRMADO,CLIENTE ALSA-JOZO 633,MAIZ,PROVEEDOR RIUR-ELUR 064,911.524,309.659,230.449,230.449,PUERTO ELBE-LUFI 003,ZC77,CIUDAD NOWO-NORI 022,PROVINCIA HAEL-PAGA 001,Operac Primarias,Compra,2025/26
211816,2609802,175.73,2019-06-01,2019-06-01,2019-06-27,Precio Fijo,OPERADOR TEKA-ELVI 044,Pesos Argentinos,TERMINADO,CLIENTE ORUR-NOKA 437,MAIZ,PROVEEDOR SAEL-ALCA 040,208.402,490.293,484.338,463.371,PUERTO NOEL-TEWO 002,ZC86,CIUDAD XETE-PAKA 002,PROVINCIA HAEL-PAGA 001,Cereales Expo,Compra,2021/22
940804,4287387,309271.26,2019-03-08,2019-03-15,2019-04-12,Precio Fijo,OPERADOR DOKA-RIWO 036,Dolares,TERMINADO,CLIENTE RIUR-ZOBE 626,SOJA,PROVEEDOR VIGA-YAME 033,236.951,216.51,199.674,199.674,PUERTO ELBE-LUFI 003,ZC18,CIUDAD HAPA-JODO 018,PROVINCIA HAME-WORI 002,Cereales Expo,Compra,2024/25
670089,6654560,166.5,2019-09-25,2019-10-02,2019-10-28,Precio Fijo,OPERADOR KAPA-XEDO 004,Dolares,CONFIRMADO,CLIENTE CADO-FIZO 915,MAIZ,PROVEEDOR JOLU-VICA 017,242.369,56.874,51.812,34.551,PUERTO ELBE-LUFI 003,ZC09,CIUDAD XETE-PAKA 002,PROVINCIA HAME-WORI 002,nan,Prestamo/Devolucion,2025/26
558318,1301805,178.9,2019-03-22,2019-03-22,2019-04-23,Precio Fijo,OPERADOR MEXE-HAJO 045,Dolares,CONFIRMADO,CLIENTE NOTE-ORNO 822,CEBADA FORRAJERA,PROVEEDOR DOHA-VIVI 018,1383.765,70.543,46.987,46.987,PUERTO NOEL-TEWO 002,ZC90,CIUDAD TEIR-BEOR 003,PROVINCIA HAME-WORI 002,Cereales Expo,Prestamo/Devolucion,2025/26
213543,6293542,150.17,2019-05-08,2019-05-08,2019-06-05,Precio a Fijar,OPERADOR ELQU-WOVI 038,Dolares,CONFIRMADO,CLIENTE PAPA-ORCA 575,TRIGO PAN,PROVEEDOR ELEL-DOPA 076,96.15,63.721,49.485,37.714,PUERTO MEQU-CACA 004,ZC20,CIUDAD TEIR-BEOR 003,PROVINCIA HAME-WORI 002,Cereales Expo,Compra,2025/26
450332,7347822,266.36,2020-09-30,2021-05-19,2021-06-16,Precio Fijo,OPERADOR NODO-SAVI 010,Pesos Argentinos,ENTREGADO,CLIENTE BEXE-GAIR 754,SOJA,PROVEEDOR KAME-TEME 059,150.356,1820.767,1180.088,1180.088,PUERTO MEQU-CACA 004,ZC01,CIUDAD XETE-PAKA 002,PROVINCIA HAEL-PAGA 001,Cereales Expo,Venta,2024/25
406109,6905329,145579.47,2020-08-07,2020-08-07,2020-09-04,Precio Fijo,OPERADOR GAIR-VIIR 009,Dolares,TERMINADO,CLIENTE QUZO-FIIR 080,MAIZ,PROVEEDOR IRKA-KATE 025,61.023,116.757,63.874,63.874,PUERTO ELBE-LUFI 003,ZC49,CIUDAD XETE-PAKA 002,PROVINCIA HAME-WORI 002,Cereales Expo,Compra,2024/25
367391,2023980,5884.63,2019-05-25,2019-10-29,2019-11-29,Precio Fijo,OPERADOR DOVI-ZONO 040,Dolares,ENTREGADO,CLIENTE KALU-PAUR 599,MAIZ,PROVEEDOR YAOR-IRVI 074,53.668,32.238,23.86,20.961,PUERTO NOEL-TEWO 002,ZC86,CIUDAD PAJO-URJO 001,PROVINCIA HAEL-PAGA 001,Cereales Expo,Compra,2025/26
248965,7296604,163.28,2019-11-27,2020-07-23,2020-08-21,Precio Fijo,OPERADOR YAUR-ALFI 054,Dolares,AJUSTADO,CLIENTE NOIR-ALJO 509,MAIZ,PROVEEDOR VIGA-YAME 033,130.985,291.907,136.874,136.874,PUERTO NOEL-TEWO 002,ZC62,CIUDAD TEIR-BEOR 003,PROVINCIA HAEL-PAGA 001,Cereales Expo,Compra,2018/19
654388,3366726,264736.1,2020-02-28,2020-02-29,2020-04-01,Precio Fijo,OPERADOR IRAL-KAYA 042,Pesos Argentinos,CONFIRMADO,CLIENTE IRVI-KAHA 166,TRIGO PAN,PROVEEDOR VIGA-YAME 033,296.125,101.537,52.638,52.638,PUERTO NOEL-TEWO 002,ZC01,CIUDAD YAKA-CAJO 020,PROVINCIA HAME-WORI 002,Cereales Expo,Venta,2018/19
